mes_inicio;provincia_origen;provincia_destino;viajes;viajeros;edicion
2022-01;Santa Cruz;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;196;532;previaje 2
2022-01;Santa Cruz;Tucum n;16;41;previaje 2
2022-01;Santa Fe;Buenos Aires;15682;57000;previaje 2
2022-01;Santa Fe;Catamarca;86;247;previaje 2
2022-01;Santa Fe;Chaco;5;14;previaje 2
2022-01;Santa Fe;Chubut;1350;3932;previaje 2
2022-01;Santa Fe;Ciudad Aut¢noma de Buenos Aires;682;1992;previaje 2
2022-01;Santa Fe;C¢rdoba;4174;14725;previaje 2
2022-01;Santa Fe;Corrientes;95;327;previaje 2
2022-01;Santa Fe;Entre R¡os;327;1151;previaje 2
2022-01;Santa Fe;Formosa;4;6;previaje 2
2022-01;Santa Fe;Jujuy;586;1814;previaje 2
2022-01;Santa Fe;La Pampa;196;761;previaje 2
2022-01;Santa Fe;La Rioja;80;203;previaje 2
2022-01;Santa Fe;Mendoza;1790;5377;previaje 2
2022-01;Santa Fe;Misiones;629;1941;previaje 2
2022-01;Santa Fe;Neuqu‚n;3101;10508;previaje 2
2022-01;Santa Fe;R¡o Negro;6087;19005;previaje 2
2022-01;Santa Fe;Salta;1207;3464;previaje 2
2022-01;Santa Fe;San Juan;60;179;previaje 2
2022-01;Santa Fe;San Luis;467;1463;previaje 2
2022-01;Santa Fe;Santa Cruz;3455;9250;previaje 2
2022-01;Santa Fe;Santa Fe;565;1779;previaje 2
2022-01;Santa Fe;Santiago del Estero;95;289;previaje 2
2022-01;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;2352;6245;previaje 2
2022-01;Santa Fe;Tucum n;266;877;previaje 2
2022-01;Santiago del Estero;Buenos Aires;839;2675;previaje 2
2022-01;Santiago del Estero;Catamarca;4;17;previaje 2
2022-01;Santiago del Estero;Chubut;32;86;previaje 2
2022-01;Santiago del Estero;Ciudad Aut¢noma de Buenos Aires;136;352;previaje 2
2022-01;Santiago del Estero;C¢rdoba;165;540;previaje 2
2022-01;Santiago del Estero;Entre R¡os;8;35;previaje 2
2022-01;Santiago del Estero;Jujuy;14;52;previaje 2
2022-01;Santiago del Estero;La Pampa;10;35;previaje 2
2022-01;Santiago del Estero;Mendoza;50;170;previaje 2
2022-01;Santiago del Estero;Misiones;28;80;previaje 2
2022-01;Santiago del Estero;Neuqu‚n;58;216;previaje 2
2022-01;Santiago del Estero;R¡o Negro;214;607;previaje 2
2022-01;Santiago del Estero;Salta;22;77;previaje 2
2022-01;Santiago del Estero;San Luis;18;48;previaje 2
2022-01;Santiago del Estero;Santa Cruz;72;206;previaje 2
2022-01;Santiago del Estero;Santa Fe;11;38;previaje 2
2022-01;Santiago del Estero;Santiago del Estero;39;119;previaje 2
2022-01;Santiago del Estero;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;40;100;previaje 2
2022-01;Santiago del Estero;Tucum n;26;83;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Buenos Aires;790;2150;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Catamarca;5;14;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Chaco;61;163;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Chubut;119;387;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Ciudad Aut¢noma de Buenos Aires;768;1810;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;C¢rdoba;690;1863;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Corrientes;51;135;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Entre R¡os;114;365;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Formosa;27;74;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Jujuy;84;191;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;La Pampa;6;23;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;La Rioja;8;21;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Mendoza;118;325;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Misiones;94;259;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Neuqu‚n;45;116;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;R¡o Negro;149;497;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Salta;96;217;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;San Juan;36;108;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;San Luis;32;98;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Cruz;310;861;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Fe;60;148;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santiago del Estero;13;34;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;231;643;previaje 2
2022-01;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tucum n;64;183;previaje 2
2022-01;Tucum n;Buenos Aires;4719;15208;previaje 2
2022-01;Tucum n;Catamarca;14;43;previaje 2
2022-01;Tucum n;Chubut;178;451;previaje 2
2022-01;Tucum n;Ciudad Aut¢noma de Buenos Aires;802;2184;previaje 2
2022-01;Tucum n;C¢rdoba;608;2012;previaje 2
2022-01;Tucum n;Corrientes;15;52;previaje 2
2022-01;Tucum n;Entre R¡os;25;100;previaje 2
2022-01;Tucum n;Jujuy;74;273;previaje 2
2022-01;Tucum n;La Pampa;16;62;previaje 2
2022-01;Tucum n;La Rioja;8;25;previaje 2
2022-01;Tucum n;Mendoza;216;607;previaje 2
2022-01;Tucum n;Misiones;283;907;previaje 2
2022-01;Tucum n;Neuqu‚n;360;1202;previaje 2
2022-01;Tucum n;R¡o Negro;1002;3419;previaje 2
2022-01;Tucum n;Salta;181;603;previaje 2
2022-01;Tucum n;San Juan;12;44;previaje 2
2022-01;Tucum n;San Luis;32;112;previaje 2
2022-01;Tucum n;Santa Cruz;357;848;previaje 2
2022-01;Tucum n;Santa Fe;16;60;previaje 2
2022-01;Tucum n;Santiago del Estero;21;68;previaje 2
2022-01;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;269;604;previaje 2
2022-01;Tucum n;Tucum n;220;633;previaje 2
2022-02;Buenos Aires;Buenos Aires;45287;141828;previaje 2
2022-02;Buenos Aires;Catamarca;567;1388;previaje 2
2022-02;Buenos Aires;Chaco;156;365;previaje 2
2022-02;Buenos Aires;Chubut;4863;13031;previaje 2
2022-02;Buenos Aires;Ciudad Aut¢noma de Buenos Aires;2761;6767;previaje 2
2022-02;Buenos Aires;C¢rdoba;17431;51672;previaje 2
2022-02;Buenos Aires;Corrientes;844;2282;previaje 2
2022-02;Buenos Aires;Entre R¡os;5052;16577;previaje 2
2022-02;Buenos Aires;Formosa;127;296;previaje 2
2022-02;Buenos Aires;Jujuy;4529;11814;previaje 2
2022-02;Buenos Aires;La Pampa;338;1026;previaje 2
2022-02;Buenos Aires;La Rioja;488;1260;previaje 2
2022-02;Buenos Aires;Mendoza;16301;43254;previaje 2
2022-02;Buenos Aires;Misiones;8713;24554;previaje 2
2022-02;Buenos Aires;Neuqu‚n;10943;32167;previaje 2
2022-02;Buenos Aires;R¡o Negro;25761;70068;previaje 2
2022-02;Buenos Aires;Salta;6813;17448;previaje 2
2022-02;Buenos Aires;San Juan;758;1951;previaje 2
2022-02;Buenos Aires;San Luis;4941;13468;previaje 2
2022-02;Buenos Aires;Santa Cruz;12088;30839;previaje 2
2022-02;Buenos Aires;Santa Fe;838;2327;previaje 2
2022-02;Buenos Aires;Santiago del Estero;700;2066;previaje 2
2022-02;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;8990;22235;previaje 2
2022-02;Buenos Aires;Tucum n;1628;4230;previaje 2
2022-02;Catamarca;Buenos Aires;231;617;previaje 2
2022-02;Catamarca;Catamarca;30;66;previaje 2
2022-02;Catamarca;Chubut;11;37;previaje 2
2022-02;Catamarca;Ciudad Aut¢noma de Buenos Aires;101;215;previaje 2
2022-02;Catamarca;C¢rdoba;135;421;previaje 2
2022-02;Catamarca;Corrientes;3;8;previaje 2
2022-02;Catamarca;Entre R¡os;5;24;previaje 2
2022-02;Catamarca;Jujuy;19;51;previaje 2
2022-02;Catamarca;La Rioja;10;25;previaje 2
2022-02;Catamarca;Mendoza;32;89;previaje 2
2022-02;Catamarca;Misiones;16;48;previaje 2
2022-02;Catamarca;Neuqu‚n;27;82;previaje 2
2022-02;Catamarca;R¡o Negro;100;339;previaje 2
2022-02;Catamarca;Salta;30;90;previaje 2
2022-02;Catamarca;San Juan;8;21;previaje 2
2022-02;Catamarca;San Luis;7;16;previaje 2
2022-02;Catamarca;Santa Cruz;28;63;previaje 2
2022-02;Catamarca;Santa Fe;11;38;previaje 2
2022-02;Catamarca;Santiago del Estero;17;68;previaje 2
2022-02;Catamarca;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;18;34;previaje 2
2022-02;Catamarca;Tucum n;15;40;previaje 2
2022-02;Chaco;Buenos Aires;906;2806;previaje 2
2022-02;Chaco;Catamarca;18;56;previaje 2
2022-02;Chaco;Chaco;47;131;previaje 2
2022-02;Chaco;Chubut;82;229;previaje 2
2022-02;Chaco;Ciudad Aut¢noma de Buenos Aires;432;1068;previaje 2
2022-02;Chaco;C¢rdoba;739;2122;previaje 2
2022-02;Chaco;Corrientes;89;321;previaje 2
2022-02;Chaco;Entre R¡os;161;491;previaje 2
2022-02;Chaco;Formosa;7;13;previaje 2
2022-02;Chaco;Jujuy;75;231;previaje 2
2022-02;Chaco;La Pampa;4;15;previaje 2
2022-02;Chaco;La Rioja;18;52;previaje 2
2022-02;Chaco;Mendoza;489;1204;previaje 2
2022-02;Chaco;Misiones;575;1854;previaje 2
2022-02;Chaco;Neuqu‚n;109;323;previaje 2
2022-02;Chaco;R¡o Negro;432;1158;previaje 2
2022-02;Chaco;Salta;268;757;previaje 2
2022-02;Chaco;San Juan;21;65;previaje 2
2022-02;Chaco;San Luis;138;332;previaje 2
2022-02;Chaco;Santa Cruz;157;438;previaje 2
2022-02;Chaco;Santa Fe;45;124;previaje 2
2022-02;Chaco;Santiago del Estero;32;118;previaje 2
2022-02;Chaco;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;213;523;previaje 2
2022-02;Chaco;Tucum n;42;145;previaje 2
2022-02;Chubut;Buenos Aires;623;1634;previaje 2
2022-02;Chubut;Catamarca;9;21;previaje 2
2022-02;Chubut;Chaco;10;25;previaje 2
2022-02;Chubut;Chubut;667;2262;previaje 2
2022-02;Chubut;Ciudad Aut¢noma de Buenos Aires;957;1971;previaje 2
2022-02;Chubut;C¢rdoba;476;1351;previaje 2
2022-02;Chubut;Corrientes;27;88;previaje 2
2022-02;Chubut;Entre R¡os;104;304;previaje 2
2022-02;Chubut;Formosa;9;14;previaje 2
2022-02;Chubut;Jujuy;95;237;previaje 2
2022-02;Chubut;La Pampa;27;106;previaje 2
2022-02;Chubut;La Rioja;8;24;previaje 2
2022-02;Chubut;Mendoza;189;474;previaje 2
2022-02;Chubut;Misiones;208;563;previaje 2
2022-02;Chubut;Neuqu‚n;261;716;previaje 2
2022-02;Chubut;R¡o Negro;606;2013;previaje 2
2022-02;Chubut;Salta;217;485;previaje 2
2022-02;Chubut;San Juan;12;31;previaje 2
2022-02;Chubut;San Luis;52;129;previaje 2
2022-02;Chubut;Santa Cruz;337;984;previaje 2
2022-02;Chubut;Santa Fe;33;72;previaje 2
2022-02;Chubut;Santiago del Estero;34;79;previaje 2
2022-02;Chubut;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;105;291;previaje 2
2022-02;Chubut;Tucum n;35;71;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;27926;82447;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Catamarca;526;1252;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Chaco;169;321;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Chubut;4084;9793;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;2448;6246;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;10071;27404;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Corrientes;839;1969;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Entre R¡os;2772;8706;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Formosa;159;317;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Jujuy;3914;9501;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;La Pampa;302;873;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;La Rioja;447;1094;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Mendoza;11475;29723;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Misiones;5796;15529;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;9086;24594;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;19427;50506;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Salta;5626;13562;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;San Juan;823;1957;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;San Luis;2415;6253;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;10024;24808;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Santa Fe;678;1660;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;492;1328;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;7253;17215;previaje 2
2022-02;Ciudad Aut¢noma de Buenos Aires;Tucum n;1517;3551;previaje 2
2022-02;C¢rdoba;Buenos Aires;8692;25558;previaje 2
2022-02;C¢rdoba;Catamarca;153;362;previaje 2
2022-02;C¢rdoba;Chaco;45;87;previaje 2
2022-02;C¢rdoba;Chubut;840;2040;previaje 2
2022-02;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;1708;4059;previaje 2
2022-02;C¢rdoba;C¢rdoba;9564;30671;previaje 2
2022-02;C¢rdoba;Corrientes;165;531;previaje 2
2022-02;C¢rdoba;Entre R¡os;455;1612;previaje 2
2022-02;C¢rdoba;Formosa;17;32;previaje 2
2022-02;C¢rdoba;Jujuy;958;2554;previaje 2
2022-02;C¢rdoba;La Pampa;114;332;previaje 2
2022-02;C¢rdoba;La Rioja;124;350;previaje 2
2022-02;C¢rdoba;Mendoza;1968;5300;previaje 2
2022-02;C¢rdoba;Misiones;2222;6536;previaje 2
2022-02;C¢rdoba;Neuqu‚n;1995;5453;previaje 2
2022-02;C¢rdoba;R¡o Negro;7161;19316;previaje 2
2022-02;C¢rdoba;Salta;1408;3615;previaje 2
2022-02;C¢rdoba;San Juan;124;344;previaje 2
2022-02;C¢rdoba;San Luis;730;2349;previaje 2
2022-02;C¢rdoba;Santa Cruz;3214;7858;previaje 2
2022-02;C¢rdoba;Santa Fe;230;650;previaje 2
2022-02;C¢rdoba;Santiago del Estero;344;1051;previaje 2
2022-02;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;2893;6811;previaje 2
2022-02;C¢rdoba;Tucum n;188;515;previaje 2
2022-02;Corrientes;Buenos Aires;437;1221;previaje 2
2022-02;Corrientes;Catamarca;10;22;previaje 2
2022-02;Corrientes;Chaco;9;23;previaje 2
2022-02;Corrientes;Chubut;29;69;previaje 2
2022-02;Corrientes;Ciudad Aut¢noma de Buenos Aires;419;955;previaje 2
2022-02;Corrientes;C¢rdoba;396;937;previaje 2
2022-02;Corrientes;Corrientes;149;490;previaje 2
2022-02;Corrientes;Entre R¡os;88;303;previaje 2
2022-02;Corrientes;Jujuy;42;130;previaje 2
2022-02;Corrientes;La Pampa;11;33;previaje 2
2022-02;Corrientes;La Rioja;4;8;previaje 2
2022-02;Corrientes;Mendoza;146;367;previaje 2
2022-02;Corrientes;Misiones;256;823;previaje 2
2022-02;Corrientes;Neuqu‚n;72;212;previaje 2
2022-02;Corrientes;R¡o Negro;216;540;previaje 2
2022-02;Corrientes;Salta;112;301;previaje 2
2022-02;Corrientes;San Juan;5;13;previaje 2
2022-02;Corrientes;San Luis;46;102;previaje 2
2022-02;Corrientes;Santa Cruz;66;167;previaje 2
2022-02;Corrientes;Santa Fe;23;55;previaje 2
2022-02;Corrientes;Santiago del Estero;4;10;previaje 2
2022-02;Corrientes;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;72;159;previaje 2
2022-02;Corrientes;Tucum n;9;21;previaje 2
2022-02;Entre R¡os;Buenos Aires;1910;5306;previaje 2
2022-02;Entre R¡os;Catamarca;9;25;previaje 2
2022-02;Entre R¡os;Chubut;218;489;previaje 2
2022-02;Entre R¡os;Ciudad Aut¢noma de Buenos Aires;272;697;previaje 2
2022-02;Entre R¡os;C¢rdoba;1065;3149;previaje 2
2022-02;Entre R¡os;Corrientes;48;124;previaje 2
2022-02;Entre R¡os;Entre R¡os;656;2197;previaje 2
2022-02;Entre R¡os;Formosa;4;6;previaje 2
2022-02;Entre R¡os;Jujuy;148;369;previaje 2
2022-02;Entre R¡os;La Pampa;30;94;previaje 2
2022-02;Entre R¡os;La Rioja;52;97;previaje 2
2022-02;Entre R¡os;Mendoza;440;1123;previaje 2
2022-02;Entre R¡os;Misiones;251;759;previaje 2
2022-02;Entre R¡os;Neuqu‚n;259;742;previaje 2
2022-02;Entre R¡os;R¡o Negro;787;2292;previaje 2
2022-02;Entre R¡os;Salta;290;701;previaje 2
2022-02;Entre R¡os;San Juan;21;61;previaje 2
2022-02;Entre R¡os;San Luis;131;335;previaje 2
2022-02;Entre R¡os;Santa Cruz;440;1130;previaje 2
2022-02;Entre R¡os;Santa Fe;90;263;previaje 2
2022-02;Entre R¡os;Santiago del Estero;23;76;previaje 2
2022-02;Entre R¡os;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;438;1025;previaje 2
2022-02;Entre R¡os;Tucum n;74;169;previaje 2
2022-02;Formosa;Buenos Aires;99;262;previaje 2
2022-02;Formosa;Chaco;6;18;previaje 2
2022-02;Formosa;Chubut;4;7;previaje 2
2022-02;Formosa;Ciudad Aut¢noma de Buenos Aires;81;192;previaje 2
2022-02;Formosa;C¢rdoba;131;358;previaje 2
2022-02;Formosa;Corrientes;25;90;previaje 2
2022-02;Formosa;Entre R¡os;12;41;previaje 2
2022-02;Formosa;Formosa;7;39;previaje 2
2022-02;Formosa;Jujuy;25;90;previaje 2
2022-02;Formosa;Mendoza;34;92;previaje 2
2022-02;Formosa;Misiones;50;140;previaje 2
2022-02;Formosa;Neuqu‚n;11;29;previaje 2
2022-02;Formosa;R¡o Negro;39;100;previaje 2
2022-02;Formosa;Salta;32;108;previaje 2
2022-02;Formosa;San Luis;8;18;previaje 2
2022-02;Formosa;Santa Cruz;18;42;previaje 2
2022-02;Formosa;Santa Fe;6;15;previaje 2
2022-02;Formosa;Santiago del Estero;4;10;previaje 2
2022-02;Formosa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;21;56;previaje 2
2022-02;Formosa;Tucum n;30;83;previaje 2
2022-02;Jujuy;Buenos Aires;386;1093;previaje 2
2022-02;Jujuy;Chaco;3;7;previaje 2
2022-02;Jujuy;Chubut;27;73;previaje 2
2022-02;Jujuy;Ciudad Aut¢noma de Buenos Aires;346;827;previaje 2
2022-02;Jujuy;C¢rdoba;249;631;previaje 2
2022-02;Jujuy;Corrientes;154;404;previaje 2
2022-02;Jujuy;Entre R¡os;17;61;previaje 2
2022-02;Jujuy;Jujuy;143;405;previaje 2
2022-02;Jujuy;La Pampa;3;11;previaje 2
2022-02;Jujuy;La Rioja;9;19;previaje 2
2022-02;Jujuy;Mendoza;42;118;previaje 2
2022-02;Jujuy;Misiones;145;480;previaje 2
2022-02;Jujuy;Neuqu‚n;24;85;previaje 2
2022-02;Jujuy;R¡o Negro;75;206;previaje 2
2022-02;Jujuy;Salta;197;597;previaje 2
2022-02;Jujuy;San Juan;6;11;previaje 2
2022-02;Jujuy;San Luis;3;11;previaje 2
2022-02;Jujuy;Santa Cruz;49;105;previaje 2
2022-02;Jujuy;Santa Fe;16;49;previaje 2
2022-02;Jujuy;Santiago del Estero;28;100;previaje 2
2022-02;Jujuy;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;66;144;previaje 2
2022-02;Jujuy;Tucum n;38;89;previaje 2
2022-02;La Pampa;Buenos Aires;357;1098;previaje 2
2022-02;La Pampa;Catamarca;3;5;previaje 2
2022-02;La Pampa;Chubut;65;177;previaje 2
2022-02;La Pampa;Ciudad Aut¢noma de Buenos Aires;144;298;previaje 2
2022-02;La Pampa;C¢rdoba;223;621;previaje 2
2022-02;La Pampa;Entre R¡os;28;98;previaje 2
2022-02;La Pampa;Jujuy;21;65;previaje 2
2022-02;La Pampa;La Pampa;34;85;previaje 2
2022-02;La Pampa;La Rioja;7;14;previaje 2
2022-02;La Pampa;Mendoza;89;261;previaje 2
2022-02;La Pampa;Misiones;36;114;previaje 2
2022-02;La Pampa;Neuqu‚n;175;527;previaje 2
2022-02;La Pampa;R¡o Negro;267;727;previaje 2
2022-02;La Pampa;Salta;57;132;previaje 2
2022-02;La Pampa;San Juan;18;36;previaje 2
2022-02;La Pampa;San Luis;58;165;previaje 2
2022-02;La Pampa;Santa Cruz;302;651;previaje 2
2022-02;La Pampa;Santa Fe;8;20;previaje 2
2022-02;La Pampa;Santiago del Estero;9;31;previaje 2
2022-02;La Pampa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;208;369;previaje 2
2022-02;La Pampa;Tucum n;6;16;previaje 2
2022-02;La Rioja;Buenos Aires;329;988;previaje 2
2022-02;La Rioja;Catamarca;14;40;previaje 2
2022-02;La Rioja;Chubut;10;17;previaje 2
2022-02;La Rioja;Ciudad Aut¢noma de Buenos Aires;77;170;previaje 2
2022-02;La Rioja;C¢rdoba;166;528;previaje 2
2022-02;La Rioja;Corrientes;6;22;previaje 2
2022-02;La Rioja;Entre R¡os;9;37;previaje 2
2022-02;La Rioja;Jujuy;11;26;previaje 2
2022-02;La Rioja;La Rioja;24;68;previaje 2
2022-02;La Rioja;Mendoza;23;55;previaje 2
2022-02;La Rioja;Misiones;36;92;previaje 2
2022-02;La Rioja;Neuqu‚n;23;77;previaje 2
2022-02;La Rioja;R¡o Negro;63;177;previaje 2
2022-02;La Rioja;Salta;34;73;previaje 2
2022-02;La Rioja;San Juan;13;35;previaje 2
2022-02;La Rioja;San Luis;13;57;previaje 2
2022-02;La Rioja;Santa Cruz;13;27;previaje 2
2022-02;La Rioja;Santa Fe;7;29;previaje 2
2022-02;La Rioja;Santiago del Estero;10;39;previaje 2
2022-02;La Rioja;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;11;34;previaje 2
2022-02;La Rioja;Tucum n;7;21;previaje 2
2022-02;Mendoza;Buenos Aires;9682;26388;previaje 2
2022-02;Mendoza;Catamarca;15;37;previaje 2
2022-02;Mendoza;Chaco;6;11;previaje 2
2022-02;Mendoza;Chubut;337;898;previaje 2
2022-02;Mendoza;Ciudad Aut¢noma de Buenos Aires;1084;2498;previaje 2
2022-02;Mendoza;C¢rdoba;1401;4087;previaje 2
2022-02;Mendoza;Corrientes;18;46;previaje 2
2022-02;Mendoza;Entre R¡os;59;140;previaje 2
2022-02;Mendoza;Formosa;6;14;previaje 2
2022-02;Mendoza;Jujuy;77;195;previaje 2
2022-02;Mendoza;La Pampa;29;91;previaje 2
2022-02;Mendoza;La Rioja;25;71;previaje 2
2022-02;Mendoza;Mendoza;1856;5696;previaje 2
2022-02;Mendoza;Misiones;311;850;previaje 2
2022-02;Mendoza;Neuqu‚n;779;2356;previaje 2
2022-02;Mendoza;R¡o Negro;1984;5464;previaje 2
2022-02;Mendoza;Salta;233;566;previaje 2
2022-02;Mendoza;San Juan;78;231;previaje 2
2022-02;Mendoza;San Luis;949;2810;previaje 2
2022-02;Mendoza;Santa Cruz;696;1662;previaje 2
2022-02;Mendoza;Santa Fe;74;170;previaje 2
2022-02;Mendoza;Santiago del Estero;15;39;previaje 2
2022-02;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;659;1443;previaje 2
2022-02;Mendoza;Tucum n;41;102;previaje 2
2022-02;Misiones;Buenos Aires;458;1290;previaje 2
2022-02;Misiones;Catamarca;17;32;previaje 2
2022-02;Misiones;Chaco;6;17;previaje 2
2022-02;Misiones;Chubut;63;127;previaje 2
2022-02;Misiones;Ciudad Aut¢noma de Buenos Aires;422;961;previaje 2
2022-02;Misiones;C¢rdoba;226;479;previaje 2
2022-02;Misiones;Corrientes;67;236;previaje 2
2022-02;Misiones;Entre R¡os;97;368;previaje 2
2022-02;Misiones;Jujuy;54;147;previaje 2
2022-02;Misiones;La Pampa;8;28;previaje 2
2022-02;Misiones;La Rioja;8;27;previaje 2
2022-02;Misiones;Mendoza;251;574;previaje 2
2022-02;Misiones;Misiones;449;1384;previaje 2
2022-02;Misiones;Neuqu‚n;96;268;previaje 2
2022-02;Misiones;R¡o Negro;247;621;previaje 2
2022-02;Misiones;Salta;170;420;previaje 2
2022-02;Misiones;San Juan;7;23;previaje 2
2022-02;Misiones;San Luis;40;87;previaje 2
2022-02;Misiones;Santa Cruz;174;362;previaje 2
2022-02;Misiones;Santa Fe;35;89;previaje 2
2022-02;Misiones;Santiago del Estero;23;66;previaje 2
2022-02;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;254;588;previaje 2
2022-02;Misiones;Tucum n;29;71;previaje 2
2022-02;Neuqu‚n;Buenos Aires;954;2682;previaje 2
2022-02;Neuqu‚n;Catamarca;3;12;previaje 2
2022-02;Neuqu‚n;Chaco;13;27;previaje 2
2022-02;Neuqu‚n;Chubut;171;498;previaje 2
2022-02;Neuqu‚n;Ciudad Aut¢noma de Buenos Aires;895;1774;previaje 2
2022-02;Neuqu‚n;C¢rdoba;378;871;previaje 2
2022-02;Neuqu‚n;Corrientes;12;25;previaje 2
2022-02;Neuqu‚n;Entre R¡os;37;97;previaje 2
2022-02;Neuqu‚n;Formosa;5;14;previaje 2
2022-02;Neuqu‚n;Jujuy;87;239;previaje 2
2022-02;Neuqu‚n;La Pampa;67;233;previaje 2
2022-02;Neuqu‚n;La Rioja;8;27;previaje 2
2022-02;Neuqu‚n;Mendoza;219;620;previaje 2
2022-02;Neuqu‚n;Misiones;127;388;previaje 2
2022-02;Neuqu‚n;Neuqu‚n;1105;3303;previaje 2
2022-02;Neuqu‚n;R¡o Negro;888;2889;previaje 2
2022-02;Neuqu‚n;Salta;360;843;previaje 2
2022-02;Neuqu‚n;San Juan;15;32;previaje 2
2022-02;Neuqu‚n;San Luis;20;62;previaje 2
2022-02;Neuqu‚n;Santa Cruz;353;793;previaje 2
2022-02;Neuqu‚n;Santa Fe;40;74;previaje 2
2022-02;Neuqu‚n;Santiago del Estero;16;53;previaje 2
